#Solid temperature at x [m] from FDM
#time [s]	x=2.5	x=5	x=7.5	x=10
20760.0	414.7649645235683	460.323555263548	505.78778569195964	549.4848134405411
20820.0	414.7664177363715	460.32755660788956	505.7960981793907	549.4998138660145
20880.0	414.7678430600821	460.3314812484541	505.8042528554617	549.5145348243741
20940.0	414.7692410332884	460.3353306596038	505.81225267795	549.528981437502
21000.0	414.7706121884077	460.339106312142	505.82010058961254	549.5431587366104
21060.0	414.77195706539993	460.342809604342	505.8277994477728	549.5570716621996
21120.0	414.77327614379914	460.3464419202477	505.8353520740193	549.5707250677444
21180.0	414.7745699214166	460.35000463303146	505.8427612348813	549.5841237187143
21240.0	414.7758388862765	460.35349909270764	505.85002962904355	549.5972722958458
21300.0	414.77708351684316	460.35692658799616	505.8571599419029	549.6101753961735
21360.0	414.7783042867731	460.36028840537483	505.86415475676307	549.6228375338723
21420.0	414.77950167830716	460.36358582367916	505.87101665823764	549.6352631423206
21480.0	414.7806761145763	460.36682007676205	505.87774814861643	549.6474565768498
21540.0	414.78182803791196	460.3699923633677	505.8843516900966	549.6594221127054
21600.0	414.782957882126	460.3731038736538	505.890829726416	549.6711639481845
21660.0	414.7840660725456	460.3761557909038	505.89718460569736	549.6826862060027
21720.0	414.7851530260935	460.37914925841056	505.9034186746091	549.6939929353714
21780.0	414.7862191627824	460.38208538298966	505.90953422139586	549.7050881141399
21840.0	414.78726489222555	460.38496526575506	505.91553347398724	549.715975646421
21900.0	414.7882905865407	460.3877899911047	505.9214186565277	549.726659364327
21960.0	414.7892966313538	460.3905606401089	505.9271919176677	549.7371430327133
22020.0	414.7902834047704	460.39327822356586	505.932855367842	549.7474303518472
22080.0	414.79125127760574	460.3959437602751	505.9384111112433	549.7575249487138
22140.0	414.79220061350463	460.3985582493451	505.94386117313707	549.7674303865101
22200.0	414.7931317689587	460.40112268297963	505.9492075485692	549.7771501684741
22260.0	414.7940451101181	460.4036380282667	505.9544522232578	549.7866877290588
22320.0	414.7949409772123	460.4061052078605	505.9595971157906	549.7960464404109
