"Time"	"convect"	"energy"	"energyRef"
12030	0.12575911316895	205969.52264133	30755.522641334
12060	0.12154568757385	205973.20726949	30759.207269487
12090	0.11747648647912	205976.76922595	30762.769225949
12120	0.11353941792477	205980.2123776	30766.212377601
12150	0.10973029174397	205983.54023517	30769.54023517
12180	0.106064900455	205986.75585144	30772.75585144
12210	0.10251463307798	205989.86380562	30775.863805623
12240	0.099080686534783	205992.86735404	30778.867354038
12270	0.09576089995197	205995.77138116	30781.771381162
12300	0.092556895794969	205998.57736252	30784.577362522
12330	0.089462867214029	206001.29013171	30787.290131713
12360	0.08646962616725	206003.91126601	30789.911266011
12390	0.083572351126589	206006.44549727	30792.445497267
12420	0.080774508513415	206008.89577652	30794.895776516
12450	0.078074467662153	206011.26281607	30797.262816075
12480	0.075465163823627	206013.55027931	30799.550279307
12510	0.072939576048792	206015.76269453	30801.762694535
12540	0.070500771094627	206017.8997056	30803.899705595
12570	0.068142835466856	206019.96523025	30805.965230249
12600	0.065859374532303	206021.96227042	30807.962270418
12630	0.063660747380903	206023.8918437	30809.891843701
12660	0.061531832347144	206025.75817314	30811.75817314
12690	0.059474158572238	206027.55896913	30813.558969128
12720	0.05748089122354	206029.30379712	30815.303797119
12750	0.05556249703018	206030.98899374	30816.988993738
12780	0.053701861350037	206032.61562748	30818.615627476
12810	0.051908842861817	206034.18929513	30820.189295129
12840	0.050173086891814	206035.71086166	30821.710861656
12870	0.048495359201786	206037.17936034	30823.179360342
12900	0.046871942170926	206038.60115118	30824.601151182
12930	0.045306105928102	206039.97597978	30825.975979777
12960	0.043791110702848	206041.30226885	30827.302268848
12990	0.042324342614424	206042.586124	30828.586123998
13020	0.040911063276339	206043.82596794	30829.825967942
13050	0.03954288656835	206045.0245482	30831.0245482
13080	0.03822052715571	206046.18267886	30832.182678856
13110	0.036942305970446	206047.30285303	30833.302853034
13140	0.035705303206782	206048.38634272	30834.386342722
13170	0.034512358130311	206049.43269001	30835.432690013
13200	0.033357878286882	206050.44372658	30836.443726577
13230	0.032241932821121	206051.42092794	30837.420927939
13260	0.031162333735141	206052.36643106	30838.366431057
13290	0.030120832243981	206053.27886218	30839.278862176
13320	0.029111691147421	206054.16193553	30840.161935528
13350	0.028137257405234	206055.01524408	30841.015244082
13380	0.02719777813842	206055.84082303	30841.84082303
13410	0.026286292576257	206056.63648454	30842.636484538
13440	0.025408132955481	206057.40797804	30843.407978045
13470	0.024557686041379	206058.15199634	30844.151996345
13500	0.023735974391842	206058.87138873	30844.871388728
13530	0.022941683291645	206059.56747806	30845.567478064
13560	0.022173918586592	206060.23878884	30846.23878884
13590	0.0214305219337	206060.88847561	30846.888475613
13620	0.020714366694994	206061.51745423	30847.517454231
13650	0.020019406269233	206062.12455444	30848.124554441
13680	0.019350642849057	206062.71099737	30848.710997369
13710	0.018702666134038	206063.27764798	30849.277647976
13740	0.018075236974692	206063.82633795	30849.826337946
13770	0.017471244640814	206064.35503207	30850.355032069
13800	0.016885060600585	206064.86764811	30850.867648113
13830	0.016320375979583	206065.36291407	30851.362914073
13860	0.01577406234771	206065.84072819	30851.840728194
13890	0.015245758187398	206066.30205719	30852.302057193
13920	0.014734869892257	206066.74990299	30852.749902991
13950	0.014240605168618	206067.18217951	30853.182179507
13980	0.013763994545186	206067.59878498	30853.598784979
14010	0.013302358903375	206068.00226341	30854.002263415
14040	0.012857395393636	206068.39251305	30854.392513048
14070	0.012426529844795	206068.76810924	30854.768109241
14100	0.012009730274258	206069.13352943	30855.133529432
14130	0.011607538595458	206069.48455058	30855.48455058
14160	0.011217752847036	206069.82539573	30855.825395731
14190	0.010842339903224	206070.15402968	30856.154029677
14220	0.010478979745595	206070.47055418	30856.470554185
14250	0.010127692998501	206070.77761501	30856.777615009
14280	0.0097876779808225	206071.07409279	30857.074092794
14310	0.0094598787975883	206071.36151394	30857.361513939
14340	0.0091426145155224	206071.6399802	30857.639980203
14370	0.0088360266588184	206071.90720199	30857.907201987
14400	0.0085396675829343	206072.16551977	30858.165519768
14430	0.0082527119976671	206072.41595115	30858.415951149
14460	0.007976364949452	206072.65707149	30858.65707149
14490	0.0077085332396547	206072.89132303	30858.891323028
14520	0.0074498140801829	206073.11712849	30859.117128489
14550	0.0071999501805039	206073.33621779	30859.336217789
14580	0.0069583918217179	206073.54655572	30859.546555725
14610	0.0067248901411911	206073.75139862	30859.751398622
14640	0.0064987692294343	206073.94708312	30859.947083119
14670	0.0062810649170189	206074.13808665	30860.138086654
14700	0.0060702207885559	206074.32257755	30860.322577549
14730	0.0058664253469566	206074.49974173	30860.499741726
14760	0.0056693237817188	206074.6718179	30860.671817899
14790	0.005479054562653	206074.83814463	30860.838144632
14820	0.005295051475758	206074.99816225	30860.998162249
14850	0.0051168683446863	206075.1532445	30861.153244502
14880	0.0049449502131862	206075.30344227	30861.303442273
14910	0.0047792033937945	206075.44809413	30861.448094128
14940	0.0046186511453309	206075.58847206	30861.588472057
14970	0.0044634442143144	206075.72340583	30861.723405827
15000	0.0043134967296969	206075.85543944	30861.855439441
